"","iso","name","lat","long","family","macroarea","country","tones","happyPlanetIndex","dailyCalories","freedomPress","rainfall","percentForest","inventory","distanceFromCapeTown"
"1217","kxu","Kui (in India)",20,83.5,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,39,9130.314335
"1219","gmo","Kullo",6.75,37.08333333,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,65,4932.861134
"1220","kfy","Kumauni",30,80,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,42,9608.978852
"1221","kvn","Kuna",8,-77.33333333,"Chibchan","South America","COL",0,40.7,2804,4103,3240,52.72802163,45,11035.41697
"1224","kru","Kurukh",22.83333333,85.5,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,156,9492.002548
"1225","kgg","Kusunda",28,84.66666667,"Kusunda","Eurasia","NPL",0,30.5,2673,3205,1500,25.3644925,38,9799.473719
"1228","kxv","Kuvi",18.75,82.66666667,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,84,8973.384537
"1234","kwk","Kwakw'ala",51,-127,"Wakashan","North America","CAN",0,23.9,3494,1528,537,38.16667052,103,16654.82782
"1239","xaw","Kawaiisu",36,-117.5,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,31,16031.23249
"1244","gvn","Kuku-Yalanji",-16,145,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,16,12096.37572
"1245","ken","Kenyang",5.666666667,9.5,"Niger-Congo","Africa","CMR",0,16.7,2671,4092,1604,39.80453132,41,4502.826859
"1248","uzn","Krymchak",45,34.25,"Altaic","Eurasia","UKR",0,26.4,3138,3116,565,16.67052199,30,8922.969247
"1251","txu","Kayapó",-9,-52,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,33,7650.693101
"1255","kyz","Kayabí",-11,-55.5,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,50,7853.611238
"1256","doc","Kam (Zhanglu)",26,108.5,"Tai-Kadai","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,27,11592.40472
"1257","kpv","Komi-Zyrian",65,55,"Uralic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,69,11451.79974
"1261","lbj","Ladakhi",34,78,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,83,9779.550433
"1263","kot","Lagwan",11.5,14.83333333,"Afro-Asiatic","Africa","CMR",2,16.7,2671,4092,1604,39.80453132,41,5066.909898
"1264","lhu","Lahu",20,98.16666667,"Sino-Tibetan","Eurasia","CHN",5,25.7,3108,7829,645,22.18966958,75,10342.49548
"1265","cnh","Lai",22.66666667,93.66666667,"Sino-Tibetan","Eurasia","MMR",0,24.7,2571,4315,2091,44.4677528,52,10138.42582
"1266","lbe","Lak",42.16666667,47.16666667,"Nakh-Daghestanian","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,138,8956.9813
"1268","lme","Lamé",9,14.5,"Afro-Asiatic","Africa","CMR",0,16.7,2671,4092,1604,39.80453132,38,4792.522002
"1269","laj","Lango",2.166666667,33,"Eastern Sudanic","Africa","UGA",2,19.4,2130,3677,1180,10.35806902,40,4294.854161
"1270","lao","Lao",18,103,"Tai-Kadai","Eurasia","THA",0,37.3,2784,4431,1622,32.09888626,40,10635.42525
"1275","lzz","Laz",41.5,41.5,"Kartvelian","Eurasia","TUR",0,26.4,3706,535,593,15.22159999,32,8714.963235
"1276","lun","Lunda",-10.66666667,24,"Niger-Congo","Africa","COD",0,18.8,NA,516,1543,67.3024415,32,2648.634228
"1279","lug","Luganda",0.5,32.16666667,"Niger-Congo","Africa","UGA",4,19.4,2130,3677,1180,10.35806902,33,4089.222159
"1281","bdu","Londo",5,9.166666667,"Niger-Congo","Africa","CMR",0,16.7,2671,4092,1604,39.80453132,29,4437.720586
"1282","led","Lendu",2,30.5,"Central Sudanic","Africa","COD",4,18.8,NA,516,1543,67.3024415,55,4191.193984
"1284","lec","Leko",-15,-67.91666667,"Leko","South America","BOL",0,23.3,2256,3245,1146,50.55294009,30,8755.999484
"1285","lea","Lega",-2.833333333,27.16666667,"Niger-Congo","Africa","COD",6,18.8,NA,516,1543,67.3024415,38,3575.41277
"1286","lln","Lele",9.083333333,15.58333333,"Afro-Asiatic","Africa","TCD",6,12.8,2110,3845,322,3.871505718,72,4793.239308
"1287","tnl","Lenakel",-19.45,169.25,"Austronesian","Papunesia","VUT",0,40.6,2836,NA,NA,36.09515997,21,13327.85828
"1288","lep","Lepcha",27.16666667,88.5,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,36,10031.43237
"1289","les","Lese",2,29,"Central Sudanic","Africa","COD",3,18.8,NA,516,1543,67.3024415,42,4146.538881
"1290","lti","Leti",-8.2,127.6666667,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,22,11235.89931
"1294","nds","Low German",53,10,"Indo-European","Eurasia","DEU",0,29.8,3499,1439,700,32.73242198,37,9703.063318
"1295","lag","Langi",-4.5,36,"Niger-Congo","Africa","TZA",0,22.1,2208,3065,1071,51.99819372,52,3743.547435
"1297","log","Logoti",3.5,30,"Central Sudanic","Africa","COD",3,18.8,NA,516,1543,67.3024415,39,4336.405483
"1305","lin","Lingala",2,18.5,"Niger-Congo","Africa","COD",0,18.8,NA,516,1543,67.3024415,22,3995.970628
"1306","lis","Lisu",26,98,"Sino-Tibetan","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,39,10711.37239
"1307","lit","Lithuanian",55,24,"Indo-European","Eurasia","LTU",0,21,3417,222,656,34.79871021,99,9905.498844
"1310","lbc","Lakkia",24.08333333,110.1666667,"Tai-Kadai","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,114,11626.17864
"1311","lkt","Lakhota",43.83333333,-101.8333333,"Siouan","North America","USA",0,20.7,3682,2373,715,33.89972254,72,14847.21238
"1313","lef","Lelemi",7.333333333,0.5,"Niger-Congo","Africa","GHA",0,21.4,3016,1841,1187,41.03454338,34,4962.916576
"1314","lom","Loma",8,-9.5,"Mande","Africa","GIN",2,15.9,2566,319,1651,25.89939769,93,5515.092821
"1316","hia","Lamang",11.25,13.58333333,"Afro-Asiatic","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,41,5050.866682
"1319","lmn","Lamani",17,77,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,82,8396.849132
"1326","lns","Lamnso'",6.166666667,10.75,"Niger-Congo","Africa","CMR",7,16.7,2671,4092,1604,39.80453132,45,4532.042452
"1329","lok","Loko",9.333333333,-12.08333333,"Mande","Africa","SLE",0,15.3,2404,2998,2526,42.17234691,25,5789.944673
"1331","njh","Lotha",26.5,94.25,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,43,10439.23667
"1342","khb","Lü",22,100.6666667,"Tai-Kadai","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,31,10682.5537
"1343","nie","Lua",9.75,17.75,"Niger-Congo","Africa","TCD",3,12.8,2110,3845,322,3.871505718,95,4858.515865
"1346","lgg","Lugbara",3.083333333,30.91666667,"Central Sudanic","Africa","UGA",6,19.4,2130,3677,1180,10.35806902,117,4319.892045
"1347","lui","Luiseño",33.33333333,-117.1666667,"Uto-Aztecan","North America","USA",0,20.7,3682,2373,715,33.89972254,60,15940.79765
"1349","str","Lummi",48.7,-122.6666667,"Salishan","North America","USA",0,20.7,3682,2373,715,33.89972254,83,16430.71002
"1350","nst","Lungchang",27.5,96.41666667,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,29,10678.46434
"1351","luo","Luo",-0.5,34.75,"Eastern Sudanic","Africa","TZA",6,22.1,2208,3065,1071,51.99819372,105,4088.825741
"1353","lut","Lushootseed",48,-122,"Salishan","North America","USA",0,20.7,3682,2373,715,33.89972254,37,16398.3357
"1357","lee","Lyele",12.5,-2.666666667,"Niger-Congo","Africa","BFA",7,17.9,2720,2333,748,19.55409357,78,5625.727192
"1359","mas","Maasai",-3,36,"Eastern Sudanic","Africa","TZA",4,22.1,2208,3065,1071,51.99819372,71,3893.010386
"1360","mde","Maba",13.75,20.83333333,"Maban","Africa","TCD",0,12.8,2110,3845,322,3.871505718,29,5309.052698
"1361","mbc","Macushi",4,-60,"Cariban","South America","BRA",0,34.3,3263,312,1761,59.04878358,22,9198.021972
"1362","mhi","Ma'di",3.25,31.5,"Central Sudanic","Africa","UGA",4,19.4,2130,3677,1180,10.35806902,38,4356.524554
"1366","mai","Maithili",26,86,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,42,9756.809044
"1371","mev","Mano",7,-9,"Mande","Africa","GIN",3,15.9,2566,319,1651,25.89939769,39,5391.299826
"1372","mri","Maori",-40,176,"Austronesian","Papunesia","NZL",0,31.3,3137,1362,1732,38.55531503,20,11482.04429
"1373","arn","Mapudungun",-38,-72,"Araucanian","South America","CHL",0,31.7,2979,2269,1522,23.8523695,80,7808.115811
"1376","mph","Maung",-11.91666667,133.5,"Iwaidjan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,46,11482.18852
"1379","mbl","Maxakalí",-18,-40,"Macro-Ge","South America","BRA",0,34.3,3263,312,1761,59.04878358,40,6022.889706
"1380","ayz","Maybrat",-1.333333333,132.5,"West Papuan","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,16,12123.08448
"1381","maz","Mazahua",19.41666667,-99.91666667,"Oto-Manguean","North America","MEX",3,40.7,3072,4891,758,33.97206718,123,13775.9081
"1382","mfc","Mba",1,25,"Niger-Congo","Africa","COD",0,18.8,NA,516,1543,67.3024415,31,3945.087353
"1388","mdd","Mbum",7.75,13.16666667,"Niger-Congo","Africa","CMR",0,16.7,2671,4092,1604,39.80453132,38,4668.588234
"1391","mdj","Mangbetu",2.5,26.5,"Central Sudanic","Africa","COD",2,18.8,NA,516,1543,67.3024415,47,4139.009574
"1393","myb","Mbay",8.25,17.5,"Central Sudanic","Africa","TCD",3,12.8,2110,3845,322,3.871505718,44,4692.162389
"1394","mtk","Mbe'",6.283333333,11.08333333,"Niger-Congo","Africa","CMR",2,16.7,2671,4092,1604,39.80453132,57,4538.720875
"1395","mca","Maca",-25,-57.5,"Matacoan","South America","PRY",0,23.3,2589,3232,1130,38.56783287,32,7256.986148
"1397","mkd","Macedonian",41.66666667,21.75,"Indo-European","Eurasia","MKD",0,23.4,2949,3243,619,39.57176844,32,8414.948973
"1398","bzj","Mískito Coast English Creole",16.25,-88.83333333,"other","North America","BLZ",0,33.8,2751,2455,1705,59.89916703,35,12581.23405
"1399","crg","Michif",52,-100.1666667,"Algic","North America","CAN",0,23.9,3494,1528,537,38.16667052,41,14813.35558
"1400","mbn","Macaguán",6.5,-71.33333333,"Guahiban","South America","COL",0,40.7,2804,4103,3240,52.72802163,22,10391.29426
"1401","mcb","Machiguenga",-12,-72.66666667,"Arawakan","South America","PER",0,34.6,2700,3027,1738,57.79140625,27,9368.536835
"1402","myy","Macuna",-0.333333333,-70.16666667,"Tucanoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,22,9859.909179
"1404","mfe","Mauritian Creole",-20.33333333,57.5,"other","Africa","MUS",0,27.4,3065,2645,2041,19.01477833,30,4122.767527
"1406","moc","Mocoví",-28,-60.5,"Guaicuruan","South America","ARG",0,35.2,3229,2605,591,9.906858285,60,7368.835821
"1407","mxu","Mada (in Cameroon)",10.83333333,14.16666667,"Afro-Asiatic","Africa","CMR",5,16.7,2671,4092,1604,39.80453132,40,4998.812838
"1409","men","Mende",7.833333333,-11.5,"Mande","Africa","SLE",4,15.3,2404,2998,2526,42.17234691,34,5614.67655
"1410","mua","Mundang",9.666666667,14.5,"Niger-Congo","Africa","TCD",3,12.8,2110,3845,322,3.871505718,67,4866.421735
"1415","mad","Madurese",-7,113.5,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,35,10041.6132
"1416","xmm","Manadonese",1.5,124.8333333,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,25,11614.02655
"1418","mda","Mada (in Nigeria)",8.75,8.25,"Niger-Congo","Africa","NGA",5,22.2,2700,3741,1150,7.678118515,41,4866.784835
"1421","mym","Me'en",5,37,"Eastern Sudanic","Africa","ETH",0,26.7,2131,5017,848,12.499,40,4749.643489
"1423","mni","Meithei",24.75,94,"Sino-Tibetan","Eurasia","IND",2,29.2,2459,4324,1083,23.77311911,68,10303.65956
"1424","skf","Mekens",-12.5,-61.5,"Tupian","South America","BRA",0,34.3,3263,312,1761,59.04878358,61,8317.747469
"1433","mjg","Mangghuer",36,102,"Altaic","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,28,11640.39402
"1436","mhk","Mungaka",5.916666667,10,"Niger-Congo","Africa","CMR",3,16.7,2671,4092,1604,39.80453132,33,4519.465079
"1437","xmf","Mingrelian",42.5,42,"Kartvelian","Eurasia","GEO",0,31.1,2905,2734,1026,40.61591596,35,8833.610597
"1439","lol","Mongo",0,21,"Niger-Congo","Africa","COD",4,18.8,NA,516,1543,67.3024415,56,3783.067805
"1443","mar","Marathi",19,76,"Indo-European","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,55,8472.908728
"1445","mrg","Miri (Hill):",27.91666667,93.83333333,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,43,10499.32647
"1447","lnb","Mbalanhu",-17.5,15,"Niger-Congo","Africa","NAM",2,21.6,2171,2024,285,8.404086045,31,1858.552544
"1450","ium","Mien",25,111,"Hmong-Mien","Eurasia","CHN",6,25.7,3108,7829,645,22.18966958,90,11750.82678
"1453","mxj","Miju",29,96,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,50,10741.62762
"1454","mjw","Mikir",26.33333333,93.5,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,39,10368.11115
"1456","min","Minangkabau",-1,101,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,33,9263.734254
"1461","lus","Mizo",23.16666667,92.83333333,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,39,10103.34255
"1467","kde","Makonde",-11,40,"Niger-Congo","Africa","TZA",5,22.1,2208,3065,1071,51.99819372,28,3363.379471
"1475","nge","Mankon",6,10.16666667,"Niger-Congo","Africa","CMR",2,16.7,2671,4092,1604,39.80453132,40,4525.16845
"1477","mak","Makassar",-5.416666667,119.5833333,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,23,10695.1298
"1478","zmr","Maranungku",-13.66666667,130,"Western Daly","Australia","AUS",0,21.2,3276,1546,534,16.23875662,24,11064.66788
"1480","mcp","Makaa",3.416666667,12.25,"Niger-Congo","Africa","CMR",4,16.7,2671,4092,1604,39.80453132,55,4203.753506
"1481","mcu","Mambila",6.75,11.5,"Niger-Congo","Africa","NGA",8,22.2,2700,3741,1150,7.678118515,100,4582.753086
"1484","mfi","Malgwa",11.5,13.75,"Afro-Asiatic","Africa","NGA",2,22.2,2700,3741,1150,7.678118515,52,5076.791778
"1486","mpb","Malakmalak",-13.41666667,130.4166667,"Northern Daly","Australia","AUS",0,21.2,3276,1546,534,16.23875662,19,11117.23156
"1487","mbe","Molala",44.5,-122.5,"Penutian","North America","USA",0,20.7,3682,2373,715,33.89972254,30,16493.17988
"1489","mlt","Maltese",35.91666667,14.41666667,"Afro-Asiatic","Eurasia","MLT",0,29,3378,2744,560,1.09375,55,7779.657552
"1491","zsm","Malay",3,102,"Austronesian","Eurasia","MYS",0,30.3,2916,4741,2875,67.55440572,27,9605.724286
"1494","mhr","Mari (Meadow)",57,48,"Uralic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,94,10489.32432
"1495","mcs","Mambai",9.666666667,14,"Niger-Congo","Africa","TCD",4,12.8,2110,3845,322,3.871505718,54,4871.207927
"1498","maw","Mampruli",10.33333333,-0.666666667,"Niger-Congo","Africa","GHA",2,21.4,3016,1841,1187,41.03454338,68,5320.382422
"1502","mgr","Mambwe",-9.083333333,31.16666667,"Niger-Congo","Africa","TZA",7,22.1,2208,3065,1071,51.99819372,36,3054.973147
"1504","mnb","Muna",-5,122.5,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,33,10985.71285
"1505","mnc","Manchu",49.5,127.5,"Altaic","Eurasia","CHN",0,25.7,3108,7829,645,22.18966958,25,14115.80714
"1506","cmn","Mandarin",34,110,"Sino-Tibetan","Eurasia","CHN",8,25.7,3108,7829,645,22.18966958,124,12160.78548
"1507","nmu","Maidu (Northeast)",40,-120.6666667,"Penutian","North America","USA",0,20.7,3682,2373,715,33.89972254,47,16356.13418
"1511","emk","Maninka",10.5,-9.5,"Mande","Africa","GIN",2,15.9,2566,319,1651,25.89939769,36,5755.507473
"1524","mif","Mofu-Gudur",10.5,14,"Afro-Asiatic","Africa","CMR",2,16.7,2671,4092,1604,39.80453132,84,4963.50811
"1525","mhj","Moghol",35,62,"Altaic","Eurasia","AFG",0,20.2,2090,3728,327,2.067824648,29,8907.117205
"1532","mos","Mooré",12.83333333,-1.25,"Niger-Congo","Africa","BFA",2,17.9,2720,2333,748,19.55409357,43,5602.499619
"1535","cas","Mosetén",-14.75,-67.83333333,"Mosetenan","South America","BOL",0,23.3,2256,3245,1146,50.55294009,159,8763.339686
"1538","mzp","Movima",-13.83333333,-65.66666667,"Movima","South America","BOL",0,23.3,2256,3245,1146,50.55294009,52,8620.600316
"1539","mwf","Murrinh-Patha",-14.66666667,129.6666667,"Southern Daly","Australia","AUS",0,21.2,3276,1546,534,16.23875662,25,10967.25241
"1540","mye","Mpongwe",-1.25,9.5,"Niger-Congo","Africa","GAB",0,17.5,2830,3237,1831,89.26145845,36,3751.339081
"1544","mcg","Mapoyo",6,-67,"Cariban","South America","VEN",0,33.6,2631,4603,2044,52.92557111,19,9962.88496
"1547","mec","Mara",-15,135.1666667,"Mangarrayi-Maran","Australia","AUS",0,21.2,3276,1546,534,16.23875662,24,11399.56237
"1550","mrt","Margi",11,13,"Afro-Asiatic","Africa","NGA",2,22.2,2700,3741,1150,7.678118515,78,5029.858258
"1556","mrw","Maranao",7.833333333,124.25,"Austronesian","Papunesia","PHL",0,35,2570,4253,2348,26.96448335,17,11954.14299
"1564","chb","Muisca",5,-74,"Chibchan","South America","COL",0,40.7,2804,4103,3240,52.72802163,22,10544.10134
"1566","mrg","Mising",28.5,94.83333333,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,43,10616.75199
"1572","hur","Musqueam",49.16666667,-123,"Salishan","North America","CAN",3,23.9,3494,1528,537,38.16667052,47,16442.62092
"1573","skd","Miwok (Southern Sierra)",37.5,-120,"Penutian","North America","USA",0,20.7,3682,2373,715,33.89972254,21,16275.89424
"1576","mgw","Matuumbi",-8.5,39,"Niger-Congo","Africa","TZA",3,22.1,2208,3065,1071,51.99819372,23,3526.200192
"1579","mot","Barí",9,-73,"Chibchan","South America","COL",0,40.7,2804,4103,3240,52.72802163,22,10698.21683
"1583","mto","Mixe (Totontepec)",17.25,-96,"Mixe-Zoque","North America","MEX",0,40.7,3072,4891,758,33.97206718,23,13297.40165
"1584","mpq","Matis",-4.416666667,-70.25,"Panoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,21,9614.502014
"1588","mnf","Mundani",5.666666667,9.916666667,"Niger-Congo","Africa","CMR",4,16.7,2671,4092,1604,39.80453132,41,4493.88754
"1590","sgw","Muher",8.166666667,38.16666667,"Afro-Asiatic","Africa","ETH",0,26.7,2131,5017,848,12.499,254,5124.262064
"1591","bmr","Muinane",-1,-72.5,"Huitotoan","South America","COL",0,40.7,2804,4103,3240,52.72802163,56,10033.86299
"1593","mzm","Mumuye",9,11.66666667,"Niger-Congo","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,34,4827.607238
"1594","unr","Mundari",23,84.66666667,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,167,9438.66624
"1596","sur","Mupun",9.5,8.833333333,"Afro-Asiatic","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,37,4935.318949
"1600","myu","Mundurukú",-7,-58,"Tupian","South America","BRA",2,34.3,3263,312,1761,59.04878358,76,8325.588976
"1606","lmw","Miwok (Lake)",38.91666667,-122.6666667,"Penutian","North America","USA",0,20.7,3682,2373,715,33.89972254,39,16521.69088
"1608","mlv","Mwotlap",-13.58333333,167.5833333,"Austronesian","Papunesia","VUT",0,40.6,2836,NA,NA,36.09515997,22,13809.71209
"1611","mig","Mixtec (Chalcatongo)",17.05,-97.58333333,"Oto-Manguean","North America","MEX",3,40.7,3072,4891,758,33.97206718,57,13432.46384
"1613","mig","Mixtec (San Miguel el Grande)",17.05,-97.56666667,"Oto-Manguean","North America","MEX",3,40.7,3072,4891,758,33.97206718,57,13430.92568
"1616","mig","Mixtec (Molinos)",17,-97.58333333,"Oto-Manguean","North America","MEX",3,40.7,3072,4891,758,33.97206718,57,13429.69975
"1626","mdm","Mayogo",3,29,"Niger-Congo","Africa","COD",3,18.8,NA,516,1543,67.3024415,46,4254.273753
"1629","mal","Malayalam",10,76.5,"Dravidian","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,43,7832.32974
"1632","mcf","Matsés",-5.416666667,-73.25,"Panoan","South America","BRA",0,34.3,3263,312,1761,59.04878358,42,9828.681137
"1634","maq","Mazatec (Chiquihuitlán)",17.75,-96.91666667,"Oto-Manguean","North America","MEX",4,40.7,3072,4891,758,33.97206718,71,13409.42275
"1636","mzn","Mazanderani",36.5,52,"Indo-European","Eurasia","IRN",0,24,3094,6071,228,6.564490778,29,8572.577655
"1639","mbj","Nadëb",-1,-66.5,"Nadahup","South America","BRA",0,34.3,3263,312,1761,59.04878358,34,9480.182577
"1640","nfr","Nafaanra",8,-2.583333333,"Niger-Congo","Africa","GHA",0,21.4,3016,1841,1187,41.03454338,44,5162.966564
"1643","gld","Nanai",49.5,137,"Altaic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,24,14794.94233
"1649","trg","Neo-Aramaic (Persian Azerbaijan)",38,47,"Afro-Asiatic","Eurasia","IRN",0,24,3094,6071,228,6.564490778,40,8527.69252
"1654","nav","Navajo",36.16666667,-108,"Na-Dene","North America","USA",2,20.7,3682,2373,715,33.89972254,101,15198.88699
"1662","now","Nyambo",-1,31.33333333,"Niger-Congo","Africa","TZA",3,22.1,2208,3065,1071,51.99819372,33,3901.27603
"1664","caq","Nicobarese (Car)",9,93,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,25,9175.612759
"1665","bud","Ncàm",9.333333333,0.666666667,"Niger-Congo","Africa","GHA",6,21.4,3016,1841,1187,41.03454338,73,5164.235728
"1673","ndv","Ndut",14.91666667,-16.91666667,"Niger-Congo","Africa","SEN",0,21.9,2456,2561,686,42.96992676,34,6597.07196
"1680","yrk","Nenets",69,72,"Uralic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,69,12251.98578
"1681","nep","Nepali",28,85,"Indo-European","Eurasia","NPL",0,30.5,2673,3205,1500,25.3644925,86,9824.379505
"1682","ood","Nevome",31,-112.5,"Uto-Aztecan","North America","MEX",0,40.7,3072,4891,758,33.97206718,53,15447.81364
"1683","new","Newari (Kathmandu)",27.66666667,85.5,"Sino-Tibetan","Eurasia","NPL",0,30.5,2673,3205,1500,25.3644925,32,9837.949076
"1685","nez","Nez Perce",46,-116,"Penutian","North America","USA",0,20.7,3682,2373,715,33.89972254,66,15973.01482
"1686","nio","Nganasan",71,93,"Uralic","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,29,13027.2493
"1687","nga","Ngbaka (Minagende)",3.5,20,"Niger-Congo","Africa","COD",0,18.8,NA,516,1543,67.3024415,34,4166.092205
"1688","nxg","Ngad'a",-8.833333333,121,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,27,10603.10108
"1689","nge","Ngemba",6.2,10,"Niger-Congo","Africa","CMR",2,16.7,2671,4092,1604,39.80453132,40,4550.429404
"1690","nam","Ngan'gityemerri",-14.25,130.4166667,"Southern Daly","Australia","AUS",0,21.2,3276,1546,534,16.23875662,28,11059.28711
"1691","wyb","Ngiyambaa",-31.75,145.5,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,18,10852.44837
"1693","nam","Ngankikurungkurr",-14,130.5,"Southern Daly","Australia","AUS",0,21.2,3276,1546,534,16.23875662,28,11083.70135
"1694","nig","Ngalakan",-14.25,134,"Gunwinyguan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,26,11357.84715
"1695","sba","Ngambay",8.666666667,16,"Central Sudanic","Africa","CMR",3,16.7,2671,4092,1604,39.80453132,34,4744.402055
"1699","nmf","Naga (Tangkhul)",25,94.5,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,40,10360.78027
"1702","nbj","Ngarinyman",-16.5,130.5,"Pama-Nyungan","Australia","AUS",0,21.2,3276,1546,534,16.23875662,23,10909.0835
"1703","ngi","Ngizim",12.08333333,10.91666667,"Afro-Asiatic","Africa","NGA",0,22.2,2700,3741,1150,7.678118515,40,5178.853847
"1707","ncl","Nahuatl (Michoacán)",18.5,-103,"Uto-Aztecan","North America","MEX",0,40.7,3072,4891,758,33.97206718,25,14011.50679
"1708","ncj","Nahuatl (North Puebla)",20,-98.25,"Uto-Aztecan","North America","MEX",0,40.7,3072,4891,758,33.97206718,20,13652.99707
"1712","nia","Nias",1,97.75,"Austronesian","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,25,9090.257679
"1713","ncb","Nicobarese",7,93.83333333,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,35,9119.054255
"1716","nir","Nimboran",-2.5,140.1666667,"Nimboran","Papunesia","IDN",0,35.7,2777,3968,2702,50.23819118,18,12715.46661
"1721","niv","Nivkh",53.33333333,142,"Nivkh","Eurasia","RUS",0,18.7,3361,4996,460,49.76106545,79,15149.0268
"1726","nko","Nkonya",7.166666667,0.25,"Niger-Congo","Africa","GHA",0,21.4,3016,1841,1187,41.03454338,34,4955.76867
"1729","cbn","Nyah Kur (Tha Pong)",15.66666667,101.6666667,"Austro-Asiatic","Eurasia","THA",0,37.3,2784,4431,1622,32.09888626,50,10372.27435
"1734","nbi","Naga (Mao)",25.5,94.33333333,"Sino-Tibetan","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,26,10380.15042
"1735","nab","Nambikuára (Southern)",-14,-59.5,"Nambikuaran","South America","BRA",0,34.3,3263,312,1761,59.04878358,74,8045.757687
"1738","nmm","Manange",28.58333333,84,"Sino-Tibetan","Eurasia","NPL",5,30.5,2673,3205,1500,25.3644925,45,9792.311813
"1739","ncb","Nancowry",8.05,93.5,"Austro-Asiatic","Eurasia","IND",0,29.2,2459,4324,1083,23.77311911,35,9157.776804
"1745","nuv","Nuni (Northern)",12.16666667,-3,"Niger-Congo","Africa","BFA",3,17.9,2720,2333,748,19.55409357,54,5605.709989
"1747","fia","Nobiin",21,31,"Eastern Sudanic","Africa","EGY",2,23.8,3522,5672,51,0.073333668,66,6252.935176
"1751","not","Nomatsiguenga",-11.66666667,-74.5,"Arawakan","South America","PER",0,34.6,2700,3027,1738,57.79140625,25,9555.210968
"1752","nhu","Noni",6.416666667,10.58333333,"Niger-Congo","Africa","CMR",0,16.7,2671,4092,1604,39.80453132,33,4562.592883
"1754","nob","Norwegian",61,8,"Indo-European","Eurasia","NOR",2,36.8,3485,763,1414,33.16130269,94,10601.00352
